Post_id,Comment_id,Label,Text
31445930,31445939,sexist,И это испортили...
31445930,31445963,sexist,каждый смотрит то что хочет увидеть..но не каждый увидит то что хочет..
31445930,31445980,sexist,там уже есть негры нетрадиционной ориентации?
31445930,31445997,sexist,Когда это всё закончится???
31445930,31445998,sexist,
31445930,31446039,sexist,Да он везде.
31445930,31446073,sexist,"Трансгендеров нехватает, чтоб докучи."
31445930,31446197,sexist,Очередная реклама гoвнa.
31445930,31446219,sexist,
31445930,31446274,sexist,
31445930,31447170,sexist,"Вот на кой леший в детские мультик пихать все эти заморочки из взрослого мира?Я понимаю,если бы мультик изначально позиционировался,как мультик для более взрослой аудитории,так нет же,чисто детский мультик.
Детям нужен красивый,добрый мультик с простой моралью,а вместо этого ему пихают зубодробительную философию,родившуюся в воспаленном мозгу режиссера..."
30224720,30224732,sexist,Фильм говно как и актриса видимо
30224720,30224733,sexist,Голливуд это шлак по большей части. Смотрю советские фильмы и немного российские
30224720,30224734,sexist,Не смотрел... Но осуждаю! ))
30224720,30224741,sexist,
30224720,30224755,sexist,Не смотрел... и не буду смотреть. Потому что это реально шлаак 😂😱😱
30224720,30224769,sexist,Потому что 💩 .....😂😂😂😂
30224720,30224772,sexist,Жду порнопародию.
30224720,30224783,sexist,Высокохудожественная и фантастическая пропаганда всякой шняги))
30224720,30224792,sexist,"Норм фильм для выходных. Не напряжный как и все из серии. Конечно много штампов в угоду времени, но куда без этого🤷🏻‍♂️
С ребёнком сходил ему понравилось😀

З.Ы. Рт расскажи теперь про плюсы Гурвинека😁"
30224720,30224794,sexist,"Не лучше и не хуже чем все марвеловские блокбастеры. А если обсуждают - значит кому-то нравится. Главное, чтобы гомосятины не было, остальное переживем"
30224720,30224795,sexist,"Весь дисимарвеловский трешак могла бы студия Божья искра переводить. При участии оперуполномоченного, естественно."
30224720,30224800,sexist,Да п*д*ры они все. Музыка у них г*вно! Да и сами они... 😐
30224720,30224819,sexist,Отличный фильм!!!
30224720,30224824,sexist,Главная героиня не чернокожий трансгендер лезбиянка?
30224720,30224832,sexist,
30224720,30224855,sexist,Критиковать могут все...а создать - нет.
30224720,30224866,sexist,Самое лучшее в кинематографе на сегодняшний день!!! Обожаю! Дай бог режиссёрам марвел 1000 лет жизни!!!
30224720,30224874,sexist,Наверно за то что они сняли унылое говно.
30224720,30224875,sexist,"Как фильм смотреть можно , крутые спецэффекты , графика , но там такая дичь в сценарии что тошнит."
30224720,30224876,sexist,Этот фильм собрал уже миллионы по всему миру....А сколько собрал фильм Крымский мост?и какой фильм надо осуждать?
30224720,30224885,sexist,"Примерно так Голливуд снимает фильмы про новое оружие США, фантастическое зрелище. )"
30224720,30224890,sexist,"за что критиковать кучу гавна, ну нравится некоторым гавно жрать, приятного аппетита"
30224720,30224900,sexist,Да просто надоели всем эти летающие дол..б..а.йобы.
30224720,30224914,sexist,За то что это очередное унылое г..но про дебильных супергероев?
30224720,30224930,sexist,Шлак тот ещё.
