Post_id;Comment_id;Label;Text
1750155;1750156;sexist;И всё равно никому не нужен
1750155;1750159;sexist;Про Приходько лучше сними)))
1750155;1750161;sexist;надеюсь малахов который лечит травками, покажет как чертополохом залечить оторванную снарядом апача ногу.
1750155;1750162;sexist;"А сотни погибших ребят из чвк ""вагнер"" - преданны и забыты."
1750155;1750163;sexist;[id186163476|Павел], 👍👍👍
1750155;1750165;sexist;Ну руки-базуки и талант Бузовой ещё не надоели! А вот Сирия уже подза××ала
1750155;1750170;sexist;"в ютубе введите фразу ""Он вам не герой"" , и посмотрите первое видео😄"
1750155;1750181;sexist;[id354205777|Nikola], А ребята туда поехали по зову сердца или за длинным рублем? Скорее второе. Так что никто никого не предавал. Жаль их. Но мозгом надо думать, куда суваться и за кого там погибать.
1750155;1750185;sexist;[id353140040|Владислав], как вы, мне уже надоели, ссаные кремлеботы, одно и тоже строчите, как под коппирку, сволочи.
1750155;1750187;sexist;"[id354205777|Nikola], откуда ""сотни""? В приведенном посту говорится ""факт"", но при этом без ссылок. Очень сомнительно."
1750155;1750188;sexist;[id354205777|Nikola], а про кишлаки вообще отпад, ты там был?
1750155;1750192;sexist;[id241672536|Леонид], тебя ебет?
1750155;1750193;sexist;[id368220364|Отец Борис], один жирик сказал правду.
1750155;1750196;sexist;[id354205777|Nikola], обосрался - не пищи.
1750155;1750198;sexist;[id241672536|Леонид], ты даже в армейке еще небыл, черт ебаный, чтобы тут умничать за войну.
1750155;1750199;sexist;[id354205777|Nikola], тебе в армейке рассказали про сотни вагнеровцев? Клоун подзалупный
1750155;1750202;sexist;"А что если аннулировать Малахову трудовой стаж и лишить его пенсии?
Поди не загнётся?"
1750155;1750211;sexist;[id354205777|Nikola], да чотам 20 , КаМАзами вывозили)))
1750155;1750212;sexist;Этот лётчик кроме самоубийства ничего же  не сделал , сбили и сбили , че из этого по тв устраивают патриотический вброс  словно он 20 человек от пулемётной очереди спас не понятно . Так что он как и шурыгина тоже не всрался, да простят меня его родные( хотя за что , ведь он знал на что подписывался )
1750155;1750218;sexist;Феминистка
1750155;1750220;sexist;И 2 по дороговизне. А теперь угадайте, какой первый...
1750155;1750221;sexist;Почему не было авиаудара когда там Малахов был?!
1750155;1750227;sexist;[id85652833|Евгений], вот вот, героя рф получить можно тупо создав инфоповод
1750155;1750230;sexist;Заставляют Малахова лизнуть скрепы...
1750155;1750253;sexist;"""Обществу"" просто нужен товарищ Огилви."
1750155;1750263;sexist;"[id354205777|Nikola], классная инфа из бубликов вк. Подтвердили, правда, только шестерых, и один из них воевал составе сирийского подразделения. 
С чего кто-то вообще взял, что вагнеровцы воюют увеличенными аж в два раза ротами, а не небольшими формациями вроде групп/отделений/расчетов в рядах сирийской армии, как всю жизнь совки в прокси-войнах?"
1750155;1750270;sexist;Рыбку скоро пригласит
1750155;1750288;sexist;То есть, Малахов сравнил военных и Шурыгину 🤔
1750155;1750313;sexist;Земля стекловатой лётчику
1750155;1750391;sexist;Малахов делал вид, что ушёл там с какого то канала, потому что устал от политических установок сверху. Теперь очевидно что он из себя представляет.
1750155;1750394;sexist;
1750155;1750436;sexist;Dich
1750155;1750457;sexist;Наконец то он это понял
1750155;1750496;sexist;Выпуск будет посвящен внебрачным детям летчика и всем его блядям.😄
1750155;1750516;sexist;[id382303609|Ян], в чем прикол?
1750155;1750517;sexist;Так вт почему прогнали прочь с первого
1750155;1750558;sexist;Да уж лучше про летчика. Чем в сотый раз про Шурыгину или Дану Борисову
1750155;1750569;sexist;Nikola, А типо нужно помнить наемников? Может еще о наемников что ходили на донбабве против украинцев воевать предлагаешь помнить?
1750155;1750590;sexist;[id116301292|Никита], те что ходили в Украину мочить славян - не есть хорошие люди.
1750155;1750721;sexist;[id354205777|Nikola], так в Сирии они и были же). Те, что до этого были на Донбассе. Хотя да, принципиальных отличий с тем летчиком я не вижу. Вот когда бы скорбеть и чествовать. Столько героев стразу, а некоторые даже живы.
1750155;1750733;sexist;а что с Джигарханяном?
1750155;1750737;sexist;[id354205777|Nikola], Любые наемники так себе люди ибо за бабло любой приказ на раз,кто сказал что эти например не могли мирных жителей убивать?
1750155;1750771;sexist;По стопам Дудя?
1750155;1750849;sexist;Джигарханян Шурыгин?
1750155;1750920;sexist;А завтра снова Шурыгинв?
1750155;1750921;sexist;"Войска Асада вступили в бой у Африна с турецкими агрессорами, убивающими курдское население Сирии.Вояки брандмейстера Шойгу (""союзнички "" Сирии) -отважно попрятались и просятся домой."
1750155;1750924;sexist;Интересно расскажет ,как штурмовики в том районе оказались и как один умудрились  басмачи сбить при отсутствии своей пво?почему второй штурмовик не прикрыл?псо не прибыл?и кто выдал тело летчика через пару дней?и почему самолёты вкс как на учениях сбивают?
1750155;1750930;sexist;На федеральном канале уже не один месяц идет сериал из жизни престарелого ловеласа Джигарханяна,на подходе,сериал о  любовницах и внебрачных детях еще одного ,уже давно забытого актера,С.Мишулина,настоящий триллер! До чего докатились,на хрен все насущные проблемы!
1750155;1751003;sexist;Вот с..ки.
1750155;1751122;sexist;Да ладно,Шурыгины закончились?
1750155;1751501;sexist;жалко Филиппова, типа герой РФ, а поставили на одну доску с шуригиной и всеми этими товарищами...🤢 он этого не заслужил...
1750155;1751513;sexist;))) ждемс новых героев России...
1750155;1751582;sexist;[id253506582|Алла], точно еще по 2-му дети а.серова.по всем каналам сериал про Украину  загнивающий запад,крах доллара и пр....А у нас стране проблем ведь нет 😉все растет,развивается,увеличивается и.....
1750155;1751808;sexist;... и стал Малахов одной из кремлёвских телешлюх  ...
1750155;1752013;sexist;[id263168558|Сергей], он им и был!
1750155;1752705;sexist;Nikola, Лол, сам ты кремлебот, у тебя паранойя, дядь. Они погибли абсолютно по своей вине, сами полезли туда, ещё нарожают таких же не сцы.
1659828;1659831;sexist;Когда это кончится?
1659828;1659832;sexist;Ну медуза,ну хватит
1659828;1659833;sexist;Сначала Семёнов насиловал Шурыгину. Теперь Медуза насилует подписчиков.
1659828;1659836;sexist;Медуза, вы скатились. Печально. Отписываюсь.
1659828;1659837;sexist;Блин, в стране куча острых тем, по которым можно делать репортажи, а вы дрочильней занимаетесь
1659828;1659838;sexist;Сначала Шурыгина насиловала Семенова, потом Первый канал насиловал Шурыгиной полстраны, теперь Медуза насилует своих подписчиков
1659828;1659839;sexist;[id26774811|Михаил], это не дрочильня, это уже сериал, за которым вся страна почему-то наблюдает с интересом, пока всех ебут по самые гланды
1659828;1659840;sexist;главная новость Страны за гаражом еб...щихся собак...
1659828;1659841;sexist;А медуза сразу написала об этом, несколько раз 🤔
1659828;1659842;sexist;Давайте, ребят, на созвоне
1659828;1659845;sexist;следующая их встреча будет на браззерс
1659828;1659846;sexist;Инфоблядошлюшки
1659828;1659847;sexist;Медуза...что происходит?! Отписка...
1659828;1659849;sexist;Медуза, оставь это для «России 1» и «Life», им это интересно, интересно, кто кого из них там трахнул и сколько выпил, кто кому что скажет, выйдя из тюрьмы и всё такое, нам — нет.
1659828;1659850;sexist;медийную карьеру ребятам сделали:)))
1659828;1659851;sexist;Спасибо, отписываюсь.
1659828;1659853;sexist;У Шкурыгиной был первый кАнал? 😄
1659828;1659857;sexist;🤢🤢🤢🤢
1659828;1659858;sexist;Тоже отписываюсь. Не понимаю, зачем мусолить эту идиотскую тему. Только все забыли и вздохнули с облегчением... нахер такие медиа.
1659828;1659859;sexist;Ребята, интересная новость!!!! 😃😃😃😃 Давайте мы скорее обсудим, что выпустили того самого Сергея, который был обвинен в изнасиловании Шурыгиной!!! 😃😃😃😃 Но чтобы было что обсуждать, да и вообще, обсуждать ИНТЕРЕСНЕЕ - давайте все навернём чан с гавном и хорошенько обмажемся свежим дерьмецом!!!! 👍👍👍👍 Иначе ТАКОЕ важное событие и не обсудить нормально!!!!! 👍👍👍👍😃😃😃😃😎😎😎 Не забудьте делиться ГАВНОМ со своими знакомыми ,которые хотят с вами это обсудить!!!! 😍😍😍😍
1659828;1659862;sexist;Было такое выражение,, пипал хавает,, увы это про нас.
1659828;1659864;sexist;Вообще непонятно зачем и почему людям должно быть интересна вся эта шурыгня
1659828;1659865;sexist;Ору
1659828;1659868;sexist;Ведь больше не о чём писать!?
1659828;1659869;sexist;Медуза хайпажоры еще те. Иногда кажется что Ленту не зря разогнали.
1659828;1659870;sexist;Вроде сначала было сочувствие к парню, а как полез он, не успев выйти из тюрьмы, на ток шоу, как рукой сняло. Даже впечатление сложилось, что вся история выдумана, что все это происходило не то чтобы даже по согласию, но и по сговору, с целью втянуть в это дерьмо всех окружающих.
1659828;1659871;sexist;Чем больше в стране писец,тем больше передач про всякую куйню.
1659828;1659872;sexist;Странные люди в комментариях. Это по сути такая же новость как и другие. А здесь вроде как бы новостной портал. Не? Или я ошибаюсь? Единственный косяк в медузе это многочисленные повторы. А если новость не по душе - попустите, а то ощущение что вам только про Навального новости нужны и Путина) как вы жить после 18 марта то будете?
1659828;1659873;sexist;Ну постят, да постят, листайте дальше. Будто с воронкой эту новость заливают, ей богу
1659828;1659876;sexist;[id383578274|Юлия], вполне возможно что это хорошие актеры)))
1659828;1659878;sexist;[id383578274|Юлия], бабосики никому не помешают и междупрочим они миллионы на ток шоу зарабатывают ,надо дипилом полным быть чтоб после тюрячки и вообще отказаться от таких легких честных денег - пацан хату и тачку сможет себе купить просто поторговав лицом на федеральных каналах.
1659828;1659881;sexist;[id18456597|Євген],
1659828;1659886;sexist;[id12276178|Сергей], слишком преувеличиваешь их гонорары
1659828;1659887;sexist;даже не знаю, что хуже: новостная лента в шурыгиной или переигрывающе брезгливые комментаторы с криками об отписке?
1659828;1659889;sexist;[id16772704|Влад], Многие СМИ приводят приблизительные цены за работу героев в «Пусть говорят», также сообщают, что девушка заключила контракт с Первым каналом. Поэтому чаще говорят о сумме около 100 тысяч рублей за участие в программе, тогда как, по непроверенной информации, за небольшое интервью она может попросить 30 тысяч. Один из популярных видеоблогеров Евгений Чудновец, проследив за изменениями моделей айфонов девушки, даже высказал предположение, что один эфир с участием ключевого гостя рейтингового шоу стоит от 600 тысяч до 1 млн рублей. Он же сказал, что Диана Шурыгина подписала контракт с Первым каналом и, возможно, будет появляться в других популярных программах.
1659828;1659890;sexist;"Люди отказываются от телека и берут всю информацию и развлечения в сети, чтобы не видеть всякое дерьмо. 
А вы тащите это дерьмо сюда 😡😡😡"
1659828;1659894;sexist;Вообще, [club76982440|Медуза] могла бы и написать про Долорес. Ах, да, она же не читала рэп.
1659828;1659895;sexist;Ребят, я только недавно перешел сюда из новостника медузы (потому что там закрыли комменты), скажите, это нормально, что я вижу тут одни и те же новости по несколько раз? зачем это делается вообюще?
1659828;1659898;sexist;Медуза, у вас Константин Эрнст редактором стал? На хера вы желтуху сюда тащите. Вы потеряете своих читателей скоро. Ещё одна такая новость и я отписываюсь.
1659828;1659902;sexist;Ха-ха, лол
1659828;1659907;sexist;МОЛЧАТЬ.
1659828;1659919;sexist;[id59095337|Вадим], два поста про Риордан было. Причем, разного содержания
1659828;1659920;sexist;[id311149763|Rem], втф. хамлобот с обратной стороны?
1659828;1659921;sexist;такая комедия, хоть книгу пиши
1659828;1659922;sexist;[id250977535|Lex], ок, никак не могу привыкнуть, что они их удаляют (сейчас их нет), претензия снята.
1659828;1659928;sexist;"[id59095337|Вадим], есть они, ты чего. Вон пост ""какой нам запомнилась Долорес"" https://vk.com/wall-76982440_1659075 а ниже про ее смерть. https://vk.com/wall-76982440_1658909"
1659828;1659932;sexist;[id250977535|Lex], я слепой.
1659828;1659934;sexist;[id2060157|Николай], потеря, так потеря((
1659828;1659943;sexist;[id383578274|Юлия], я в этом более  чем уверена, что это все актеры. И вообще, когда людей нужно отвлечь от проблем в стране,  начинаются всякие отвлекающие маневры: введение  идиотских законов или выдуманные скандальные новости типа этой.
1659828;1659947;sexist;Если ещё раз запостите, то ваша аудитория станет зрителями тв
1659828;1659948;sexist;Долбаебы
1659828;1659949;sexist;[id353823193|Тимур], Фейспалм 100 уровня😄
1659828;1659950;sexist;о великий фрик всех сми
1659828;1659995;sexist;"Суккккк
Какие же люди иногда камни 
Это новостной портал, а это новость, если вам не нравится, ленту дальше смотрите, нет надо зайти коммент оставить, мол, ууууу, скатились, атписка!1!!11!"
1659828;1660006;sexist;Не нравится такое - отписывайтесь. Зачем об этом писать в комментариях, остальным то какое дело?
1659828;1660032;sexist;[id154465894|Паша], не нравятся комментарии - не читай комментарии. Зачем об этом читать в комментариях, тебе-то какое дело?
1659828;1660072;sexist;[id681165|Игорь], а кто сказал, что они мне не нравятся? Я написал, почему люди это делают, а не свое к ним отношение.
1659828;1660073;sexist;Hypeнём немножко)
1659828;1660083;sexist;Каеф
1659828;1660098;sexist;расея
1659828;1660154;sexist;насратъ
1659828;1660170;sexist;малахов, ты наше все, первый канал дно
1659828;1660181;sexist;какая же блевотина у нас по фед каналам крутится
1659828;1660203;sexist;[id220377358|Американский-Футбол], главное народ цепляет
1659828;1660232;sexist;Новость про то, какое е-баное днище наши главные федеральные телеканалы.
1659828;1660261;sexist;Очень познавательно, шлюх по телеку смотреть.
1659828;1660263;sexist;Между прочим, не удивлюсь, если количество переходов по этой новости у Медузы раза в два-три больше, чем в среднем по другим новостям.
1659828;1660325;sexist;"Да всем давно понятно, что Шкурыгина шаболда.
Мне лично вообще не ясно, за что его закрыли и на основании чего?
Т.е. чувак занялся сексом с бухой телкой, после чего его корешь проделал тоже самое, а она потом заяву кинула на первого?
Норм такое изнасилование получилось.😃😃😃😃
Мне кажется, что изнасилование это когда кто-то напал в подъезде и силой поимел.При этом есть порванная одежда, побои и т.д.
Тут я ничего не увидел.
Да и чего там говорить, если она себя вела мягко говоря отвязно на собственных видосах и бухала на вписках.😂😂😂😂"
1659828;1660352;sexist;[id1979464|Андрей],
1659828;1660384;sexist;[id349618409|Александр], за то, что даже шаболд нельзя насиловать. Это тяжело для россиян видимо понять, что к женщинам уважительно относиться надо. Так же у Куприна, японского шпиона раскрыли, благодаря тому что он с проституткой нежен был, а обычно ее все били
1659828;1660434;sexist;"[id2253528|Анатолий], это ясно, что нельзя.Только тут нужно понимать, что подразумевается под изнасилованием?
Насильственные действия так? Тогда где синяки, где порванная одежда?
Я вот кроме картины, где бухая телка дала двум чувакам на вписке больше ничего не вижу из фактов.
По этому мне и не ясно, за что отсидел чувак?"
1659828;1660457;sexist;[id349618409|Александр], ну раз не понятно, то плохо
1659828;1660501;sexist;Начинается вторая волна шурыгинщины!!!
1659828;1660538;sexist;[id2253528|Анатолий], а кто сказал что надо кого-либо уважать?
1659828;1660961;sexist;[id349618409|Александр], ты потенциальный насильник !!!!!!! Мразь , подонок, что бы с твоими детьми такое же случилось !!!!!!!!!!!
1659828;1661048;sexist;[id314703580|Мрачное], ахаха пнх больное существо.
1658381;1658385;sexist;Медуза, за что? Мы весь год вели себя хорошо!
1658381;1658390;sexist;похоже, это судьба - до конца жизни каждый день узнавать важные и интересные новости об этих двух даунах
1658381;1658392;sexist;Медуза,мы же любим тебя,Что ты делаешь?
1658381;1658394;sexist;Когда они поженятся?
1658381;1658397;sexist;"Конкуренция на мировом телевидении: телеканалы спонсируют высокобюджетные проекты с качественным актерским составом и соревнуются в качестве контента.

Конкуренция на российском телевидении: Шурыгина приходит на ""Первый"", ее протеже - на ""Россию"". 

Занавес."
1658381;1658399;sexist;знаете,с каким кайфом это хавают в провинциях?) и потом обсуждают месяц всем населённым пунктом,будто родственников) контент на тв подгоняется под запросы общества)
1658381;1658403;sexist;Вы бы сказали хоть, что вечером немножко деграднём, я бы себе какой-нибудь ссанины взял и семечек. Для усиления аффекта.
1658381;1658408;sexist;Обоже
1658381;1658410;sexist;Они у Малахова в прямом эфире поженились или подрались, неохота смотреть?
1658381;1658413;sexist;Спасибо
1658381;1658419;sexist;Озвучьте тарифы?
1658381;1658421;sexist;"«Наталья Шурыгина, мать Дианы: Я ознакомилась с делом и считаю, что изнасилование было спланировано. Потому что на одежде Дианы были его слюна и сперма. А на одежде Семенова ничего не было, хотя Диану на него вырвало. Значит он сразу ушел из того дома и все постирал.»

Не,  бл*, ему облёванным надо было ходить"
1658381;1658422;sexist;ну все, сексизм и виктимблейминг снова льется через край в быдло-парашии.
1658381;1658425;sexist;[id395817910|Антон], так большинство и не виктимблеймит пацана. Тут же все адекватные, как-никак
1658381;1658429;sexist;[id395817910|Антон], так быдлоeблан из либеpacтноотпендошенных , ушлёпок-всёпропальщик или скачущая кастрюля из быдлoбандерии ?🌈
1658381;1658430;sexist;Подонки по Первому не сказали про нападение на школу в Перми. Значит, автоматически слухи про целенаправленное нападение на учеников и учительницу правда
1658381;1658434;sexist;Ну отлично, что хавают. Нормальные люди, тащемта, телевизор не смотрят именно потому, что контент там подгоняется под запросы говноедов. Вопрос лишь в том, почему это на Медузе? Держат ли они свою аудиторию за даунов или действительно считают эту хуиту важным событием?
1658381;1658436;sexist;[id10048397|Дима], знаю москвичей какие хавают малаховщину за обе щёки причмокивая.
1658381;1658438;sexist;Итак, началось.
1658381;1658439;sexist;[id91276767|Александр], это вопрос редакторам медузы)
1658381;1658440;sexist;Новости, которые мы заслужили...
1658381;1658445;sexist;[id2026536|Pall], ну это исключение,мне кажется
1658381;1658446;sexist;"Борисов: Но ты не сама заявила об изнасиловании тогда?

Шурыгина: Да, меня оттуда забрали родители. А потом мама спрашивает, может тебя изнасиловали. «И я такая: „Мам, по ходу [да]“».

Борисов: Ты не была уверена?

Шурыгина: Я была пьяная, с похмелья. Не все понимала.

Все что надо знать
"
1658381;1658447;sexist;"[id452185691|Andrey], давайте тут не будем либералов трогать , я либерал, но полностью за парня, это пьяная хз как ее назвать сама сказала ""мам походу"" это пипец прям цитата всех жертв насилия: ""скажите , вас изнасиловали ?"" "" Походу"" ну о..уеть теперь."
1658381;1658450;sexist;Я думал, у них очная ставка будет.
1658381;1658451;sexist;[id10048397|Дима], наверняка не скажешь. Говноедов везде хватает.
1658381;1658454;sexist;[id4343435|Карен], так этот быдлоeблан , про мою страну что то кукарекнул ...
1658381;1658455;sexist;Как это было, нам очень ВАЖНО знать, спасибо, что держите в курсе!
1658381;1658456;sexist;[id2026536|Pall], да и это печально
1658381;1658458;sexist;[id91276767|Александр], они как бы напоминают нам, почему не стоит включать телевизор.
1658381;1658463;sexist;"""Он все-таки насильник, а не убийца. Что его бояться""

Насильников она вскрывает как шампанское, чего их бояться"
1658381;1658467;sexist;🤦‍♂️🤦‍♂️🤦‍♂️
1658381;1658469;sexist;[id452185691|Andrey], ну он просто шизик, это и моя страна так-то , на шизиков лучше не обращать внимания, а уж тем более не приписывать их к большому числу либералов, а также не судить нас по ним, иначе мы никогда не придем к диалогу, а либерал будет все также каким то странным оскорблением.
1658381;1658470;sexist;[id78116848|Ruslan], 😂😂😂👍
1658381;1658472;sexist;Когда решили встретиться у метро, но забыли, что там два выхода
1658381;1658477;sexist;Как же мля надоела эта порнуха
1658381;1658483;sexist;На до ело
1658381;1658486;sexist;Зачем постоянно про них новости 😠 тогда раздули тему вселенских масштабов, и опять началось
1658381;1658488;sexist;"Отсидел год: 40к за интервью, миллион за съёмки. 
Россия - это то место, где за статью и год отсидки ты сможешь ещё и поднять."
1658381;1658506;sexist;Переживаю за отношения этих дырки и куна больше , чем за свои
1658381;1658586;sexist;Бухая деваха потрахалась с бухим парнем. О божечки, теперь их винят в этом. Виктимблейминг процветает в этой стране недолюдей, однозначно
1658381;1658590;sexist;[id10048397|Дима], ты шо, дебил? Причем тут провинции? Говноедов и в неризиновой хватает.
1658381;1658594;sexist;[id295785583|Екатерина], я дебил?)сказал человек с овцой на аве
1658381;1658599;sexist;[id10048397|Дима], ты ещё и в логику не можешь, да?) К тому же, это коза -_-
1658381;1658647;sexist;Какой то позор для правосудия получается.
1658381;1658678;sexist;Что еще раз как-бы намекает нет денег тебя посадят. И да гендерного равенства нет.
1658381;1658680;sexist;[id295785583|Екатерина], дак дебил же,откуда у меня логика?)
1658381;1658699;sexist;какое адище
1658381;1658704;sexist;Что? Опять?😢😭😭 достали уже с этим!
1658381;1658710;sexist;и тренды ютуба опять заполнились хайпожорскими видосами про всем надоевшую шурыгину
1658381;1658717;sexist;держись, это только начало
1658381;1658719;sexist;Аккуратнее, а то говноед Соболев прочитает
1658381;1658753;sexist;[id10048397|Дима], а ты откуда знаешь?
1658381;1658755;sexist;[id203887279|Александр], а тебе не всё равно?)
1658381;1658757;sexist;[id10048397|Дима], нет
1658381;1658763;sexist;[id203887279|Александр], я никогда не говорю о том,чего не знаю,или не понимаю..
1658381;1658765;sexist;[id10048397|Дима], ну так скажи, откуда знаешь?
1658381;1658766;sexist;[id203887279|Александр], допустим,рассказывали)
1658381;1658768;sexist;[id10048397|Дима], все люди из провинции? хуясе
1658381;1658780;sexist;[id203887279|Александр], причём тут все?)
1658381;1658793;sexist;Redkostnaya mraz’
1658381;1658818;sexist;Господиии, телевизор включила, там про Шурыгину шманделку и здесь то же самое. Вот звезда то.
1658381;1658848;sexist;это просто рак головы и фимоз головного мозга в одном флаконе.
1658381;1659013;sexist;Классно жить в манямире, где нет федеральных аналов и всей этой шоблы.
1658381;1659017;sexist;Осталось посмотреть ещё 4 эфира
1658381;1659201;sexist;NO GOD PLEASE NOOOOOO
1658381;1659216;sexist;Блэт,Медуза,и вы туда же...😐
1658381;1659231;sexist;Да мерзопокостно смотреть на это. Одни за Шурыгину. Голубятня у Малахова за симпатичного насильника.
1658381;1659379;sexist;[id391355413|Vanja], это Вам собственный опыт подсказывает?
